I feel that the task was too easy.,I believe the computer's advice was from a real algorithm.,I am confident in the human advisor.,I can trust the human advisor.,I am confident in the computer advisor.,The computer advisor is dependable.,The human advisor is dependable.,I can trust the computer advisor.,The human advisor is reliable.,I believe the human's advice was from a real person who was a past participant.,The computer advisor is reliable.,This task would be much harder without an advisor.
3,2,3,4,3,3,3,3,3,2,3,5
