The human advisor is dependable.,I feel that the task was too easy.,I am confident in the human advisor.,I can trust the human advisor.,The computer advisor is dependable.,I believe the human's advice was from a real person who was a past participant.,I believe the computer's advice was from a real algorithm.,I can trust the computer advisor.,The human advisor is reliable.,I am confident in the computer advisor.,The computer advisor is reliable.,This task would be much harder without an advisor.
4,2,3,3,3,4,2,3,2,2,2,3
