I believe the human's advice was from a real person who was a past participant.,I believe the computer's advice was from a real algorithm.,The computer advisor is reliable.,I can trust the human advisor.,I am confident in the computer advisor.,I can trust the computer advisor.,This task would be much harder without an advisor.,The human advisor is dependable.,The human advisor is reliable.,The computer advisor is dependable.,I feel that the task was too easy.,I am confident in the human advisor.
2,2,1,4,2,1,3,4,5,2,2,4
