The computer advisor is dependable.,I am confident in the computer advisor.,I believe the computer's advice was from a real algorithm.,I can trust the computer advisor.,I am confident in the human advisor.,I believe the human's advice was from a real person who was a past participant.,The human advisor is dependable.,This task would be much harder without an advisor.,The computer advisor is reliable.,I feel that the task was too easy.,I can trust the human advisor.,The human advisor is reliable.
2,2,2,2,1,4,1,2,2,2,1,1
