Participant ID,Final Dot Difference,Num Of Trials,Choice of Human,Choice of Algorithm,Human Trials Changed to Algor,Algor Trials Changed to Human,Algor Default Trials Not Changed,Human Default Trials Not Changed,Block 4 Human Acc,Block 4 Algor Acc,Human Choice After Block 4,Algor Choice After Block 4,Advisor Changed,Left Box Chosen,Preference Strength,Max Cj,Min Cj,Cj Range,Num of Unique Cj Values,Advice Ignored Trials,Mean Cj Change,Cj1 Mean Resolution,Cj2 Mean Resolution,Mean Cj1 Accuracy,Mean Cj2 Accuracy,Sway of Human Advice,Sway of Algor Advice,Mean RT1,Mean RT2,Mean CTC,AccQuant1,AccQuant2,AccQuant3,AccQuant4,AdvQuant1,AdvQuant2,AdvQuant3,AdvQuant4,CjQuant1,CjQuant2,CjQuant3,CjQuant4,Mean Cj1,Mean Cj2,St Dev Cj1,St Dev Cj2,Human Agreed %,Algor Agreed %,Algor Agreed % Diff,Human Agreed Conf Diff,Algor Agreed Conf Diff,Human Disagreed Conf Diff,Algor Disagreed Conf Diff,Algor Relative Influence,dd Block 1 End,dd Block 2 End,Block 1 Accuracy,Block 2 Accuracy
5ea6b76db2b9b602423a74ba,10,240,0.287,0.713,0.5375,0.1125,0.8875,0.4625,0.75,0.795,0.342,0.658,0.325,0.842,0.213,50,1,49,42,16,5.396,2.704,4.711,0.521,0.688,3.167,1.231,2.47,2.212,4.221,0.519,0.611,0.404,0.55,0.615,0.63,0.649,0.65,0.217,0.225,0.237,0.25,34.079,37.627,9.605,8.633,0.927,0.897,-0.029,-3.593,-1.045,0.667,-2.25,5.464,11,10,0.667,0.7
5fbe8cb69d4fac0008861fb5,12,240,0.75,0.25,0.1125,0.6125,0.3875,0.8875,0.722,0.833,0.783,0.217,0.3625,0.571,0.25,50,3,47,46,3,8.092,3.039,11.003,0.75,0.729,0.622,0.886,2.202,2.079,4.085,0.793,0.722,0.75,0.717,0.328,0.315,0.283,0.4,0.242,0.225,0.25,0.25,33.488,34.712,10.885,11.747,0.725,0.775,0.05,-2.269,1.808,7.455,-1.778,13.309,12,12,0.733,0.6
5e2790f18459669c2c6b1736,9,240,0.706,0.294,0.3125,0.725,0.275,0.6875,0.759,0.742,0.775,0.225,0.51875,0.692,0.206,45,1,44,40,38,4.008,2.718,1.52,0.712,0.712,1.833,0.528,1.083,1.102,3.108,0.714,0.661,0.636,0.891,0.411,0.357,0.4,0.304,0.233,0.233,0.229,0.192,11.842,10.94,9.935,10.161,0.75,0.7,-0.05,1.538,-1.25,2.6,4.083,-4.272,7,9,0.867,0.667
5c87baccd7c01f001660dcd8,12,240,0.463,0.537,0.1375,0.0625,0.9375,0.8625,0.742,0.793,0.45,0.55,0.1,0.371,0.037,50,2,48,40,34,3.242,16.125,18.719,0.771,0.775,0.105,0.256,1.689,1.555,3.577,0.915,0.684,0.736,0.727,0.542,0.491,0.566,0.509,0.246,0.237,0.221,0.229,32.988,32.15,8.619,9.278,0.6,0.55,-0.05,1.0,-0.19,-1.625,0.778,-3.593,15,12,0.667,0.7
5ed500da05bbbb048389cd9f,14,240,0.375,0.625,0.2875,0.0375,0.9625,0.7125,0.632,0.756,0.417,0.583,0.1625,0.637,0.125,50,1,49,47,1,9.612,0.327,4.874,0.85,0.821,0.333,3.135,1.838,1.774,3.779,0.931,0.815,0.707,0.967,0.586,0.593,0.586,0.567,0.242,0.225,0.242,0.25,17.5,25.214,12.943,14.836,0.8,0.9,0.1,-0.5,-3.485,3.25,-0.25,0.515,11,14,0.8,0.567
5f8a565874d414118b763b93,13,240,0.613,0.387,0.3875,0.6125,0.3875,0.6125,0.586,0.677,0.65,0.35,0.5,0.421,0.113,50,2,48,47,3,10.021,5.291,0.267,0.779,0.842,5.421,1.55,1.86,1.973,3.996,0.9,0.768,0.627,0.833,0.4,0.393,0.424,0.467,0.25,0.233,0.246,0.25,20.396,23.064,13.205,17.671,0.692,0.683,-0.009,-2.269,3.037,-12.25,-11.077,4.133,13,13,0.667,0.7
5e64de363b1ae12553598f84,14,240,0.45,0.55,0.1,0.0,1.0,0.9,0.364,0.789,0.5,0.5,0.05,0.346,0.05,42,3,39,39,47,2.183,6.037,6.056,0.646,0.642,0.55,0.41,1.394,1.128,3.136,0.741,0.635,0.607,0.6,0.586,0.462,0.482,0.583,0.242,0.217,0.233,0.25,21.05,21.063,9.068,8.893,0.561,0.359,-0.202,-1.045,-2.071,0.056,0.52,-1.49,13,14,0.633,0.667
5f3167efac2e4b000a6baa04,12,240,0.569,0.431,0.5,0.6375,0.3625,0.5,0.562,0.679,0.575,0.425,0.56875,0.467,0.069,50,1,49,38,1,26.288,1.278,11.6,0.617,0.704,2.432,12.323,1.097,1.099,3.104,0.68,0.632,0.556,0.62,0.38,0.404,0.5,0.48,0.208,0.237,0.225,0.208,12.058,37.583,9.319,14.562,0.925,0.775,-0.15,1.176,20.522,16.667,-11.25,47.262,15,12,0.567,0.667
5c66cc9246bfc200019044b8,14,240,0.15,0.85,0.8625,0.1625,0.8375,0.1375,0.706,0.767,0.133,0.867,0.5125,0.646,0.35,49,1,48,48,51,10.079,2.548,8.363,0.804,0.804,0.462,2.657,1.812,1.636,3.66,0.927,0.78,0.554,0.946,0.6,0.763,0.839,0.786,0.229,0.246,0.233,0.233,19.471,29.514,14.736,8.775,0.641,0.829,0.188,1.36,4.821,-3.714,-6.0,5.747,15,14,0.633,0.6
5e6e8144f49fd8000821e72f,15,240,0.494,0.506,0.025,0.0125,0.9875,0.975,0.69,0.645,0.5,0.5,0.01875,0.317,0.006,38,2,36,31,0,6.804,3.174,2.825,0.567,0.692,0.667,0.595,1.332,1.244,3.25,0.685,0.583,0.552,0.5,0.5,0.521,0.5,0.5,0.225,0.2,0.242,0.25,13.196,16.288,6.281,7.968,0.923,0.927,0.004,-0.167,0.059,-5.667,-8.0,2.559,11,15,0.6,0.433
5eeb40c601b1dc2907bbff74,15,240,0.525,0.475,0.4,0.45,0.55,0.6,0.643,0.75,0.55,0.45,0.425,0.562,0.025,50,3,47,46,27,4.404,9.248,3.545,0.896,0.9,0.75,0.75,1.352,1.423,3.433,0.946,0.786,0.86,0.981,0.536,0.554,0.439,0.481,0.233,0.233,0.237,0.225,24.392,24.281,12.522,13.617,0.769,0.683,-0.086,-0.148,-0.556,-2.556,3.462,-6.425,11,15,0.767,0.633
5e8f32cb79a8e80727d489a3,10,240,0.206,0.794,0.85,0.2625,0.7375,0.15,0.739,0.676,0.167,0.833,0.55625,0.496,0.294,38,1,37,36,1,8.017,1.129,5.259,0.725,0.7,1.188,3.057,1.913,1.873,3.887,0.817,0.6,0.772,0.696,0.733,0.717,0.632,0.714,0.25,0.25,0.237,0.233,21.425,26.075,8.439,9.034,0.825,0.875,0.05,-0.24,-2.033,-4.571,-9.2,2.835,15,10,0.467,0.767
5edd1cfb9a2ae09ff1250c9c,9,240,0.306,0.694,0.425,0.0375,0.9625,0.575,0.643,0.656,0.25,0.75,0.23125,0.604,0.194,50,1,49,50,6,9.475,0.549,1.762,0.654,0.704,6.606,3.541,1.359,1.51,3.521,0.667,0.655,0.576,0.717,0.65,0.638,0.661,0.583,0.25,0.242,0.246,0.25,24.142,26.875,11.626,13.559,0.846,0.78,-0.066,-6.889,2.714,-5.333,6.111,-1.841,14,9,0.667,0.8
5e418df8a3b8cc01e3363110,11,240,0.438,0.562,0.4125,0.2875,0.7125,0.5875,0.6,0.7,0.5,0.5,0.35,0.196,0.062,50,2,48,48,2,15.375,7.275,1.357,0.667,0.704,7.425,7.583,1.652,2.183,4.19,0.831,0.576,0.574,0.69,0.542,0.61,0.444,0.5,0.246,0.246,0.225,0.242,26.912,21.693,11.213,18.016,0.829,0.692,-0.137,-5.212,-1.88,-17.857,-20.545,6.02,12,11,0.767,0.733
5e4a932344498f4e361fee0d,11,240,0.45,0.55,0.425,0.325,0.675,0.575,0.714,0.719,0.45,0.55,0.375,0.604,0.05,47,3,44,44,4,10.342,3.042,0.822,0.758,0.754,6.243,1.475,1.507,1.69,3.699,0.831,0.75,0.615,0.831,0.475,0.462,0.635,0.559,0.246,0.217,0.217,0.246,25.125,32.407,10.557,12.867,0.718,0.585,-0.133,-5.667,-3.652,-7.8,1.471,-7.256,14,11,0.733,0.767
5faaebb272441153516e1b27,15,240,0.45,0.55,0.175,0.075,0.925,0.825,0.739,0.649,0.492,0.508,0.125,0.3,0.05,33,6,27,24,20,5.083,4.669,4.509,0.496,0.654,2.939,1.294,4.883,1.712,3.716,0.61,0.38,0.472,0.517,0.559,0.52,0.453,0.567,0.246,0.208,0.221,0.25,22.175,20.654,4.346,6.303,0.875,0.825,-0.05,-3.393,-0.963,-0.4,-2.571,4.601,15,15,0.4,0.4
5c618b9f21fb620001408d79,13,240,0.662,0.338,0.125,0.45,0.55,0.875,0.773,0.75,0.592,0.408,0.2875,0.733,0.162,50,1,49,47,9,7.821,3.918,2.207,0.825,0.846,3.684,2.769,1.486,1.594,3.603,1.0,0.816,0.491,0.982,0.421,0.388,0.436,0.291,0.237,0.204,0.229,0.229,19.038,25.776,12.732,14.273,0.795,0.707,-0.088,-5.133,-3.704,1.75,-0.667,3.846,15,13,0.667,0.7
5fa472cf29a8e70f22c5d521,15,240,0.931,0.069,0.05,0.9125,0.0875,0.95,0.6,0.6,0.95,0.05,0.48125,0.558,0.431,43,6,37,36,0,13.375,1.247,2.032,0.758,0.788,5.0,3.079,2.373,2.791,4.801,0.818,0.745,0.755,0.763,0.145,0.291,0.151,0.271,0.229,0.229,0.221,0.246,21.742,31.996,7.056,10.453,0.825,0.825,0.0,-7.286,-3.29,4.143,-2.143,10.281,15,15,0.633,0.567
5f97259ff853640ac8065fd3,10,240,0.45,0.55,0.5375,0.4375,0.5625,0.4625,0.741,0.697,0.458,0.542,0.4875,0.321,0.05,30,4,26,25,1,8.896,0.236,1.152,0.596,0.688,0.211,2.594,2.429,2.035,4.052,0.618,0.564,0.605,0.667,0.545,0.527,0.558,0.537,0.229,0.229,0.179,0.225,14.908,20.324,4.867,9.498,0.825,0.975,0.15,2.097,2.871,-8.143,-6.0,-1.369,12,10,0.633,0.667
5f5c79a330ec6f471bac45dc,15,240,0.5,0.5,0.0,0.0,1.0,1.0,0.8,0.833,0.5,0.5,0.0,0.275,0.0,34,6,28,23,35,4.658,4.969,0.869,0.617,0.692,2.684,0.316,2.481,2.816,4.822,0.8,0.528,0.511,0.6,0.467,0.472,0.489,0.545,0.25,0.221,0.188,0.229,14.762,13.844,4.598,6.616,0.8,0.925,0.125,-1.567,0.057,-6.875,-4.667,-0.585,15,15,0.467,0.5
5e72db2782efd522c37d4a77,14,240,0.325,0.675,0.4875,0.1375,0.8625,0.5125,0.69,0.581,0.283,0.717,0.3125,0.783,0.175,41,1,40,34,3,7.15,0.958,1.301,0.608,0.662,0.528,2.071,3.34,4.328,6.335,0.655,0.5,0.554,0.667,0.517,0.646,0.768,0.567,0.242,0.2,0.233,0.25,16.179,19.672,7.712,10.874,0.8,0.875,0.075,-2.821,-3.826,7.5,6.0,0.495,13,14,0.667,0.6
5ece15c8c5284b19beb23d71,13,240,0.419,0.581,0.175,0.0125,0.9875,0.825,0.773,0.658,0.45,0.55,0.09375,0.567,0.081,23,1,22,21,112,0.917,0.716,0.596,0.85,0.838,0.158,0.512,2.821,2.299,4.316,0.897,0.913,0.714,0.891,0.483,0.522,0.643,0.582,0.242,0.192,0.175,0.229,6.933,6.804,4.592,4.403,0.641,0.707,0.066,0.25,0.207,-0.857,1.25,-2.15,15,13,0.467,0.667
5ec96e3609117f0a67231842,11,240,0.5,0.5,0.0,0.0,1.0,1.0,0.871,0.655,0.5,0.5,0.0,0.375,0.0,50,5,45,43,17,6.383,4.178,1.378,0.758,0.762,2.25,1.925,1.809,1.78,3.81,0.847,0.643,0.707,0.836,0.475,0.464,0.586,0.455,0.246,0.233,0.242,0.229,29.271,24.129,9.956,11.806,0.675,0.5,-0.175,-0.852,1.05,-5.154,-4.9,1.648,14,11,0.7,0.767
5f8c6db7effb9e3ce1b7f633,13,240,0.431,0.569,0.2125,0.075,0.925,0.7875,0.739,0.622,0.475,0.525,0.14375,0.546,0.069,50,2,48,49,19,11.071,4.498,1.373,0.792,0.804,4.158,0.611,1.838,2.426,4.436,0.883,0.767,0.737,0.75,0.533,0.567,0.491,0.607,0.25,0.25,0.237,0.233,26.029,24.957,12.355,17.29,0.75,0.8,0.05,-0.893,-0.321,-13.3,3.875,-16.604,14,13,0.5,0.533
5efb85865214c00f3f582de1,12,240,0.8,0.2,0.1375,0.7375,0.2625,0.8625,0.73,0.652,0.842,0.158,0.4375,0.217,0.3,43,3,40,41,30,6.917,5.039,5.203,0.621,0.688,1.9,0.475,1.888,1.841,3.855,0.772,0.481,0.593,0.625,0.088,0.37,0.407,0.375,0.237,0.225,0.225,0.233,21.021,20.056,10.228,11.366,0.7,0.625,-0.075,1.857,2.48,-10.667,-5.4,-4.644,15,12,0.567,0.7
5ea89875a09cad2e96886d84,15,240,0.356,0.644,0.525,0.2375,0.7625,0.475,0.654,0.676,0.35,0.65,0.38125,0.633,0.144,49,7,42,41,5,4.933,5.058,2.658,0.767,0.758,0.342,0.026,1.659,1.615,3.63,0.898,0.62,0.63,0.864,0.542,0.48,0.667,0.712,0.246,0.208,0.225,0.246,31.812,32.639,9.078,10.714,0.8,0.6,-0.2,-0.867,-2.591,4.875,3.625,-0.474,14,15,0.633,0.667
5fd65131d3a6cd52cea2e57a,14,240,0.5,0.5,0.0,0.0,1.0,1.0,0.7,0.6,0.5,0.5,0.0,0.454,0.0,7,1,6,7,174,0.288,0.084,0.04,0.458,0.479,0.075,0.026,2.863,2.479,4.49,0.438,0.512,0,0.519,0.625,0.537,0,0.481,0.067,0.171,0,0.225,3.092,2.88,0.926,0.967,0.366,0.564,0.198,-0.071,-0.048,-0.077,0.118,-0.171,15,14,0.433,0.533
5f858743256d25036d9fa693,11,240,0.419,0.581,0.1875,0.025,0.975,0.8125,0.8,0.775,0.467,0.533,0.10625,0.567,0.081,50,10,40,33,17,9.733,0.818,3.267,0.717,0.712,1.083,3.216,1.908,2.094,4.1,0.793,0.603,0.66,0.763,0.483,0.603,0.528,0.627,0.242,0.242,0.221,0.246,37.588,38.196,8.746,12.137,0.8,0.825,0.025,0.643,-2.5,2.625,-6.286,5.768,11,11,0.667,0.7
5fa1c180c81f2833b188b00e,10,240,0.688,0.312,0.175,0.55,0.45,0.825,0.704,0.576,0.775,0.225,0.3625,0.6,0.188,45,1,44,43,0,10.038,1.061,3.615,0.612,0.7,2.2,5.528,1.775,1.844,3.858,0.632,0.49,0.618,0.66,0.246,0.373,0.509,0.377,0.237,0.212,0.229,0.221,13.354,21.474,10.899,16.259,0.9,0.85,-0.05,-4.115,-7.233,10.25,3.0,4.132,15,10,0.433,0.7
5d26d07028899100016eb25c,14,240,0.025,0.975,0.95,0.0,1.0,0.05,0.769,0.723,0.008,0.992,0.475,0.371,0.475,34,5,29,26,17,4.221,8.856,5.39,0.788,0.788,1.075,0.487,1.545,1.456,3.461,0.965,0.694,0.673,0.911,0.877,0.755,0.855,0.821,0.237,0.204,0.229,0.233,16.804,14.042,5.472,5.551,0.8,0.775,-0.025,-0.656,-0.433,-2.75,-0.667,-1.86,14,14,0.7,0.633
5ea83c6fefba0523e9c027b9,11,240,0.738,0.262,0.0875,0.5625,0.4375,0.9125,0.756,0.684,0.725,0.275,0.325,0.325,0.238,49,7,42,39,1,10.662,8.607,5.131,0.717,0.696,4.378,2.789,1.797,1.916,3.936,0.847,0.612,0.649,0.733,0.356,0.429,0.246,0.4,0.246,0.204,0.237,0.25,33.025,30.478,8.435,13.935,0.75,0.75,0.0,-1.63,1.071,-11.8,-13.6,4.501,14,11,0.5,0.633
5e4dc0e1506e2f222ce980be,15,240,0.512,0.488,0.4,0.425,0.575,0.6,0.647,0.615,0.475,0.525,0.4125,0.492,0.012,46,1,45,44,8,6.196,3.656,7.729,0.854,0.858,0.282,0.282,1.912,1.618,3.626,0.964,0.842,0.729,0.9,0.2,0.702,0.644,0.417,0.229,0.237,0.246,0.25,13.658,18.739,10.854,13.321,0.769,0.78,0.011,0.0,0.333,1.222,0.111,1.444,13,15,0.633,0.667
5fb2727f2942a58418fd0d2b,14,240,0.494,0.506,0.0625,0.05,0.95,0.9375,0.7,0.8,0.5,0.5,0.05625,0.483,0.006,50,26,24,14,219,0.204,8.859,7.859,0.662,0.654,0.077,0.026,2.748,3.154,5.173,0.76,0.649,0.588,0.684,0.6,0.421,0.412,0.526,0.208,0.237,0.212,0.237,45.6,45.567,2.939,3.044,0.659,0.615,-0.043,-0.08,0.083,-0.071,-0.2,0.292,14,14,0.467,0.467
5d8b81a04733e500170bfcd7,12,240,0.35,0.65,0.3,0.0,1.0,0.7,0.889,0.647,0.467,0.533,0.15,0.438,0.15,18,1,17,16,48,1.975,3.438,3.817,0.842,0.862,0.39,0.308,1.197,1.108,3.126,0.906,0.952,0,0.797,0.491,0.714,0,0.593,0.221,0.175,0,0.246,6.254,7.216,2.307,3.802,0.634,0.667,0.033,0.346,0.077,0.467,0.769,-0.572,12,12,0.767,0.7
5e8f8865b7c5540ed1d3fcd1,13,240,0.481,0.519,0.05,0.0125,0.9875,0.95,0.63,0.697,0.5,0.5,0.03125,0.717,0.019,50,2,48,42,4,8.462,5.411,0.389,0.717,0.704,3.237,1.514,2.657,2.331,4.343,0.745,0.653,0.586,0.833,0.491,0.49,0.466,0.617,0.229,0.204,0.242,0.25,25.321,26.764,8.866,12.022,0.707,0.718,0.011,-4.346,-1.846,-0.833,-0.727,2.394,13,13,0.7,0.633
5fc0c541c266bd597b286e98,13,240,0.438,0.562,0.1375,0.0125,0.9875,0.8625,0.6,0.725,0.5,0.5,0.075,0.679,0.062,34,5,29,29,76,4.433,2.005,0.892,0.775,0.779,0.595,2.405,2.3,2.061,4.073,0.887,0.655,0.708,0.833,0.566,0.603,0.479,0.55,0.221,0.242,0.2,0.25,17.638,19.773,5.443,7.929,0.625,0.65,0.025,-0.818,-4.87,-0.267,1.643,-5.961,14,13,0.7,0.667
592c3fb1899457000144c57f,10,240,0.981,0.019,0.0125,0.975,0.025,0.9875,0.771,0.75,0.983,0.017,0.49375,0.604,0.481,44,1,43,32,3,7.692,1.881,2.11,0.688,0.754,0.906,0.757,1.722,1.819,3.824,0.729,0.653,0.542,0.778,0.186,0.163,0.125,0.222,0.246,0.204,0.2,0.225,14.425,17.524,6.907,9.589,0.821,0.78,-0.04,-1.12,-0.75,-0.143,-0.778,1.005,14,10,0.633,0.767
